mean: -9078260.254 std: (+/-14742832.035) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -8535016.960 std: (+/-14647067.242) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -8365886.598 std: (+/-14297670.638) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -8560194.125 std: (+/-14545312.430) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -8483976.012 std: (+/-14734339.948) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -7613949.919 std: (+/-10682894.901) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8450565.132 std: (+/-12357038.680) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8088671.488 std: (+/-11723364.563) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8343351.257 std: (+/-12082203.271) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7410669.197 std: (+/-10216913.683) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7872656.980 std: (+/-10511786.574) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7452106.451 std: (+/-9711703.818) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8434085.578 std: (+/-12122081.693) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8055718.336 std: (+/-11523528.742) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8364141.756 std: (+/-12840715.679) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7806206.301 std: (+/-10896826.158) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8200385.840 std: (+/-11544121.405) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7639823.571 std: (+/-10588725.699) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7785979.076 std: (+/-10735932.308) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7862567.534 std: (+/-10791429.486) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7827030.673 std: (+/-10704336.829) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7736078.129 std: (+/-10675147.228) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7787207.447 std: (+/-10820671.412) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7998859.248 std: (+/-11321927.012) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7879712.076 std: (+/-11030027.238) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8149327.228 std: (+/-13776909.038) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -7776073.635 std: (+/-13143815.915) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8147064.596 std: (+/-14215872.394) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8338471.001 std: (+/-14885361.552) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8185864.220 std: (+/-14142068.606) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8139870.410 std: (+/-14119180.482) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8255892.582 std: (+/-14264687.705) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8149056.426 std: (+/-14154578.493) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8307099.598 std: (+/-14309251.675) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -8195538.620 std: (+/-14231727.678) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6808127.249 std: (+/-11201681.267) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6790731.190 std: (+/-11048756.700) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6740301.462 std: (+/-10895729.887) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6716684.249 std: (+/-10845079.337) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6746883.082 std: (+/-11023668.451) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6727981.670 std: (+/-10892672.801) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6804923.143 std: (+/-10940070.297) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6692480.323 std: (+/-10717915.490) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6728706.504 std: (+/-10905904.250) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6751385.665 std: (+/-10897396.848) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6830684.747 std: (+/-11177012.435) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6627642.510 std: (+/-10724623.151) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6672671.683 std: (+/-10654526.353) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6812047.658 std: (+/-10975075.653) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6785245.346 std: (+/-10845445.675) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6762865.953 std: (+/-10847798.058) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6753334.166 std: (+/-10871724.972) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6777606.488 std: (+/-11020105.377) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6815556.604 std: (+/-11042060.008) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6741031.899 std: (+/-10938328.081) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6597939.949 std: (+/-10539616.722) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6761287.318 std: (+/-10600677.846) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6777697.117 std: (+/-10583278.324) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6713373.547 std: (+/-10330846.126) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6659700.439 std: (+/-10397367.797) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6821983.651 std: (+/-10545162.445) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6631208.137 std: (+/-10260408.630) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6611874.240 std: (+/-10280532.457) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6777537.655 std: (+/-10567047.745) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -6700151.836 std: (+/-10473709.265) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5629481.534 std: (+/-9074402.507) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -6550237.902 std: (+/-9481902.164) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5943303.939 std: (+/-9110998.272) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5645006.048 std: (+/-8156943.479) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -6429420.470 std: (+/-10107369.558) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -6441135.540 std: (+/-9008371.003) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5315770.414 std: (+/-8692448.356) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -7121340.479 std: (+/-8135731.973) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -6185225.920 std: (+/-9302161.360) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -6015887.718 std: (+/-8543920.893) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5744325.026 std: (+/-9021913.642) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5566905.705 std: (+/-9742475.638) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -6403141.394 std: (+/-10094054.425) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5559810.744 std: (+/-9788323.649) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5760245.501 std: (+/-9444473.317) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5717385.182 std: (+/-9348556.480) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5455875.469 std: (+/-9565463.533) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5399934.205 std: (+/-8938105.622) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5590264.332 std: (+/-9291917.157) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5540055.800 std: (+/-9176303.566) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5138334.525 std: (+/-9488011.309) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5016102.660 std: (+/-8174799.384) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5377131.387 std: (+/-9816996.227) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5512187.527 std: (+/-9527933.029) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5015318.525 std: (+/-9402546.840) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5538514.627 std: (+/-9248739.482) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5515409.089 std: (+/-9352241.322) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5308637.685 std: (+/-8547890.928) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -4956843.279 std: (+/-8921332.552) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -5438738.345 std: (+/-9002116.323) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -6485021.015 std: (+/-10052001.226) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6088465.842 std: (+/-9293737.382) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5724888.194 std: (+/-9289190.109) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5829098.258 std: (+/-9753930.983) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5840612.922 std: (+/-9657728.976) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6417438.953 std: (+/-9572839.047) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6149403.899 std: (+/-9732511.997) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6168908.626 std: (+/-9342506.267) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5600486.611 std: (+/-9168879.706) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6034345.462 std: (+/-10351646.126) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6428187.640 std: (+/-9846211.333) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5676370.325 std: (+/-9734411.148) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6340157.196 std: (+/-9374110.631) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5780218.907 std: (+/-9358523.538) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6434408.963 std: (+/-10476531.134) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5677584.470 std: (+/-9515856.285) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6233003.861 std: (+/-10031692.012) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6108449.086 std: (+/-9672852.653) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6277572.880 std: (+/-9383847.709) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5879390.201 std: (+/-9175731.567) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5645212.683 std: (+/-9684500.444) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5777366.588 std: (+/-9586942.863) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5578023.192 std: (+/-9950281.763) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5845241.613 std: (+/-10200770.367) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5565164.798 std: (+/-10105933.672) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5552320.667 std: (+/-9325004.575) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5615703.142 std: (+/-9587090.541) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -6053167.352 std: (+/-10170277.379) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5286071.259 std: (+/-9887127.451) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5678733.930 std: (+/-10062175.022) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 10, 'min_samples_leaf': 2}
mean: -5170443.561 std: (+/-8926009.798) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5228189.721 std: (+/-8514069.362) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5393667.943 std: (+/-9303977.073) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5689800.365 std: (+/-9032199.261) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5441604.391 std: (+/-8612010.306) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5401809.275 std: (+/-8498360.921) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5443001.935 std: (+/-8695857.286) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5591680.476 std: (+/-9226334.157) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5210609.494 std: (+/-8822897.827) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5497983.507 std: (+/-8640873.583) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5300685.676 std: (+/-9174763.956) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5448377.342 std: (+/-8332545.583) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5515148.423 std: (+/-8720008.922) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5293416.763 std: (+/-8981201.039) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5323964.489 std: (+/-8447154.479) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
mean: -5198003.201 std: (+/-8287775.559) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 10, 'min_samples_leaf': 4}
